CDSCode,SchoolID,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,LastUpDate,Multilingual
43696256048128,6048128,627810,4212,Active,Santa Clara,Oak Grove Elementary,Edenvale Elementary,285 Azucar Avenue,285 Azucar Ave.,San Jose,95111-2902,CA,285 Azucar Avenue,285 Azucar Ave.,San Jose,95111-2902,CA,(408) 227-7060,No Data,(408) 224-8732,https://edenvale.ogsd.net,11/01/1966,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,37.26157,-121.80265,Karisa,Gonzales,07/07/2022,Y
43696256048177,6048177,627810,4221,Active,Santa Clara,Oak Grove Elementary,Stipe (Samuel) Elementary,5000 Lyng Drive,5000 Lyng Dr.,San Jose,95111-2720,CA,5000 Lyng Drive,5000 Lyng Dr.,San Jose,95111-2720,CA,(408) 227-7332,No Data,(408) 224-2231,https://stipe.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,37.271339,-121.80652,Lauren,Tilston,05/23/2025,N
43696256067243,6067243,627810,4223,Active,Santa Clara,Oak Grove Elementary,Santa Teresa Elementary,6200 Encinal Drive,6200 Encinal Dr.,San Jose,95119-1514,CA,6200 Encinal Drive,6200 Encinal Dr.,San Jose,95119-1514,CA,(408) 227-3303,No Data,(408) 226-3379,https://santateresa.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,37.234751,-121.7959,Kristi,Frankina,08/06/2024,N
43696256068167,6068167,627810,4216,Active,Santa Clara,Oak Grove Elementary,Herman (Leonard) Intermediate,5955 Blossom Avenue,5955 Blossom Ave.,San Jose,95123-4032,CA,5955 Blossom Avenue,5955 Blossom Ave.,San Jose,95123-4032,CA,(408) 226-1886,No Data,(408) 226-1897,https://herman.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,5-8,5-8,C,N,N,No Data,37.239738,-121.83975,Christy,Flores,09/15/2021,Y
43696256072144,6072144,627810,4220,Active,Santa Clara,Oak Grove Elementary,Sakamoto Elementary,6280 Shadelands Drive,6280 Shadelands Dr.,San Jose,95123-4645,CA,6280 Shadelands Drive,6280 Shadelands Dr.,San Jose,95123-4645,CA,(408) 227-3411,No Data,(408) 224-8784,http://sakamoto.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,37.230822,-121.83919,Fariba,Roberts,08/06/2024,N
43696256072151,6072151,627810,4210,Active,Santa Clara,Oak Grove Elementary,Del Roble Elementary,5345 Avenida Almendros,5345 Avenida Almendros,San Jose,95123-1405,CA,5345 Avenida Almendros,5345 Avenida Almendros,San Jose,95123-1405,CA,(408) 225-5675,No Data,(408) 224-8748,https://delroble.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,37.256532,-121.83565,Miguel,Rodriguez,08/06/2024,Y
43696256072177,6072177,627810,4205,Active,Santa Clara,Oak Grove Elementary,Bernal Intermediate,6610 San Ignacio Avenue,6610 San Ignacio Ave.,San Jose,95119-1935,CA,6610 San Ignacio Avenue,6610 San Ignacio Ave.,San Jose,95119-1935,CA,(408) 578-5731,No Data,(408) 578-7367,http://bernal.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,C,N,N,No Data,37.227088,-121.79097,Tammy,Unck,08/08/2024,Y
43696256088306,6088306,627810,4218,Active,Santa Clara,Oak Grove Elementary,Oak Ridge Elementary,5920 Bufkin Drive,5920 Bufkin Dr.,San Jose,95123-4308,CA,5920 Bufkin Drive,5920 Bufkin Dr.,San Jose,95123-4308,CA,(408) 578-5900,No Data,(408) 224-3960,https://oakridge.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,37.241059,-121.82115,Michelle,Tsang,02/09/2023,N
43696256093066,6093066,627810,4219,Active,Santa Clara,Oak Grove Elementary,Parkview Elementary,330 Bluefield Drive,330 Bluefield Dr.,San Jose,95136-2100,CA,330 Bluefield Drive,330 Bluefield Dr.,San Jose,95136-2100,CA,(408) 226-4655,No Data,(408) 224-9105,https://parkview.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,37.271595,-121.84578,Stephanie,Park,08/06/2024,N
43696256095400,6095400,627810,4204,Active,Santa Clara,Oak Grove Elementary,Baldwin (Julia) Elementary,280 Martinvale Lane,280 Martinvale Ln.,San Jose,95119-1840,CA,280 Martinvale Lane,280 Martinvale Ln.,San Jose,95119-1840,CA,(408) 226-3370,No Data,(408) 224-8506,https://baldwin.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,C,N,N,No Data,37.224098,-121.78423,Kristine,Loeper,02/09/2023,N
43696256097430,6097430,627810,4224,Active,Santa Clara,Oak Grove Elementary,Taylor (Bertha) Elementary,410 Sautner Drive,410 Sautner Dr.,San Jose,95123-5252,CA,410 Sautner Drive,410 Sautner Dr.,San Jose,95123-5252,CA,(408) 226-0462,No Data,(408) 224-3279,https://taylor.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,37.231017,-121.80809,Jeremia (Mia),Canlas-Cruz,11/13/2024,N
43696256099451,6099451,627810,4215,Active,Santa Clara,Oak Grove Elementary,Hayes Elementary,5035 Poston Drive,5035 Poston Dr.,San Jose,95136-3348,CA,5035 Poston Drive,5035 Poston Dr.,San Jose,95136-3348,CA,(408) 227-0424,No Data,(408) 224-7191,https://hayes.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,37.261806,-121.82651,Tracy,Cochran,02/09/2023,N
43696256116081,6116081,627810,8358,Active,Santa Clara,Oak Grove Elementary,Ledesma (Rita) Elementary,1001 Schoolhouse Road,1001 Schoolhouse Rd.,San Jose,95138-1374,CA,1001 Schoolhouse Road,1001 Schoolhouse Rd.,San Jose,95138-1374,CA,(408) 224-2191,No Data,(408) 224-1146,https://ledesma.ogsd.net,08/30/1999,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,37.242642,-121.76267,Jason,Sorich,02/09/2023,N
43696336048185,6048185,628680,4460,Active,Santa Clara,Orchard Elementary,Orchard Elementary,921 Fox Lane,921 Fox Ln.,San Jose,95131-1602,CA,921 Fox Lane,921 Fox Ln.,San Jose,95131-1602,CA,(408) 944-0388,No Data,(408) 944-0394,www.orchardsd.org,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,37.388461,-121.9002,Kristina,Zeballos,06/18/2024,N
43696414332904,4332904,629610,4587,Active,Santa Clara,Palo Alto Unified,Henry M. Gunn High,780 Arastradero Road,780 Arastradero Rd.,Palo Alto,94306-3827,CA,780 Arastradero Road,780 Arastradero Rd.,Palo Alto,94306-3827,CA,(650) 354-8200,No Data,(650) 493-7801,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.399966,-122.13179,Wendy,Stratton,02/09/2023,N
43696414335782,4335782,629610,4596,Active,Santa Clara,Palo Alto Unified,Palo Alto High,50 Embarcadero Road,50 Embarcadero Rd.,Palo Alto,94301-2321,CA,50 Embarcadero Road,50 Embarcadero Rd.,Palo Alto,94301-2321,CA,(650) 329-3701,No Data,(650) 329-3753,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.437857,-122.15779,Brent,Kline,02/09/2023,N
43696416048193,6048193,629610,4579,Active,Santa Clara,Palo Alto Unified,Addison Elementary,650 Addison Avenue,650 Addison Ave.,Palo Alto,94301-3206,CA,650 Addison Avenue,650 Addison Ave.,Palo Alto,94301-3206,CA,(650) 322-5935,No Data,(650) 322-3306,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.446187,-122.15111,Jeffrey,Downing,02/09/2023,N
43696416048201,6048201,629610,4581,Active,Santa Clara,Palo Alto Unified,Herbert Hoover Elementary,445 East Charleston Road,445 East Charleston Rd.,Palo Alto,94306-4236,CA,445 East Charleston Road,445 East Charleston Rd.,Palo Alto,94306-4236,CA,(650) 320-8106,No Data,(650) 493-8130,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.418279,-122.11344,Nikole,Manou,07/28/2023,N
43696416048235,6048235,629610,4583,Active,Santa Clara,Palo Alto Unified,El Carmelo Elementary,3024 Bryant Street,3024 Bryant St.,Palo Alto,94306-2335,CA,3024 Bryant Street,3024 Bryant St.,Palo Alto,94306-2335,CA,(650) 856-0960,No Data,(650) 856-4817,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.425802,-122.13034,Leonel,Argumedo,07/28/2023,N
43696416048243,6048243,629610,4592,Active,Santa Clara,Palo Alto Unified,Ohlone Elementary,950 Amarillo Avenue,950 Amarillo Ave.,Palo Alto,94303-3701,CA,950 Amarillo Avenue,950 Amarillo Ave.,Palo Alto,94303-3701,CA,(650) 856-1726,No Data,(650) 852-9447,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.439596,-122.12383,Elsa,Chen,02/09/2023,N
43696416048268,6048268,629610,4585,Active,Santa Clara,Palo Alto Unified,Fairmeadow Elementary,500 East Meadow Drive,500 East Meadow Dr.,Palo Alto,94306-3624,CA,500 East Meadow Drive,500 East Meadow Dr.,Palo Alto,94306-3624,CA,(650) 856-0845,No Data,(650) 852-9436,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.422224,-122.11843,Trebor,Winslow,08/19/2024,N
43696416048292,6048292,629610,4586,Active,Santa Clara,Palo Alto Unified,Duveneck Elementary,705 Alester Avenue,705 Alester Ave.,Palo Alto,94303-2859,CA,705 Alester Avenue,705 Alester Ave.,Palo Alto,94303-2859,CA,(650) 322-5946,No Data,(650) 322-4387,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.449945,-122.13482,Brittany,Gardner,07/28/2023,N
43696416048300,6048300,629610,7797,Active,Santa Clara,Palo Alto Unified,Greendell,4120 Middlefield Road,4120 Middlefield Rd.,Palo Alto,94303-4741,CA,4120 Middlefield Road,4120 Middlefield Rd.,Palo Alto,94303-4741,CA,(650) 856-0833,No Data,(650) 493-8371,No Data,09/03/1997,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-K,K,N,N,N,No Data,37.417325,-122.10565,Judy,Argumedo,08/04/2025,N
43696416048326,6048326,629610,4591,Active,Santa Clara,Palo Alto Unified,Juana Briones Elementary,4100 Orme Street,4100 Orme St.,Palo Alto,94306-3106,CA,4100 Orme Street,4100 Orme St.,Palo Alto,94306-3106,CA,(650) 856-0877,No Data,(650) 856-3750,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.408634,-122.1319,Kathryn,Bimpson,02/09/2023,N
43696416048359,6048359,629610,4597,Active,Santa Clara,Palo Alto Unified,Palo Verde Elementary,3450 Louis Road,3450 Louis Rd.,Palo Alto,94303-4403,CA,3450 Louis Road,3450 Louis Rd.,Palo Alto,94303-4403,CA,(650) 856-1672,No Data,(650) 856-6316,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.431406,-122.11369,Annora,Lee,02/09/2023,N
43696416048375,6048375,629610,7813,Active,Santa Clara,Palo Alto Unified,Packard Children's Hospital/Stanford,725 Welch Road,725 Welch Rd.,Palo Alto,94304-1601,CA,725 Welch Road,725 Welch Rd.,Palo Alto,94304-1601,CA,(650) 497-8230,No Data,No Data,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,65,K-12 Schools (Public),HOMHOS,Home and Hospital,ELEMHIGH,Elementary-High Combination,K-12,K-11,N,N,N,No Data,37.437362,-122.17484,Yolanda,Conaway,08/05/2025,N
43696416048409,6048409,629610,4588,Active,Santa Clara,Palo Alto Unified,Walter Hays Elementary,1525 Middlefield Road,1525 Middlefield Rd.,Palo Alto,94301-3353,CA,1525 Middlefield Road,1525 Middlefield Rd.,Palo Alto,94301-3353,CA,(650) 322-5956,No Data,(650) 329-8713,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.4424,-122.14356,Iris,Wong,08/19/2024,N
43696416060065,6060065,629610,10323,Active,Santa Clara,Palo Alto Unified,Frank S. Greene Jr. Middle,750 North California Avenue,750 North California Ave.,Palo Alto,94303-3629,CA,750 North California Avenue,750 North California Ave.,Palo Alto,94303-3629,CA,(408) 494-8120,No Data,(650) 858-1310,No Data,09/03/1991,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.439277,-122.13483,Courtney,Carlomagno,08/19/2024,N
43696416060081,6060081,629610,4598,Active,Santa Clara,Palo Alto Unified,Jane Lathrop Stanford Middle,480 East Meadow Drive,480 East Meadow Dr.,Palo Alto,94306-3699,CA,480 East Meadow Drive,480 East Meadow Dr.,Palo Alto,94306-3699,CA,(650) 856-5188,No Data,(650) 856-3248,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.422025,-122.11881,Chris,Grierson,02/09/2023,N
43696416115562,6115562,629610,7802,Active,Santa Clara,Palo Alto Unified,Barron Park Elementary,800 Barron Avenue,800 Barron Ave.,Palo Alto,94306-2610,CA,800 Barron Avenue,800 Barron Ave.,Palo Alto,94306-2610,CA,(650) 858-0508,No Data,(650) 813-1031,No Data,09/08/1998,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.412612,-122.13642,Claudia,Corpus,08/04/2025,N
43696416118707,6118707,629610,11454,Active,Santa Clara,Palo Alto Unified,Ellen Fletcher Middle,655 Arastradero Road,655 Arastradero Rd.,Palo Alto,94306-3838,CA,655 Arastradero Road,655 Arastradero Rd.,Palo Alto,94306-3838,CA,(650) 856-9810,No Data,(650) 856-9878,No Data,08/28/2001,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.404638,-122.12726,Melissa,Howell,02/09/2023,N
43696664330080,4330080,634590,5716,Active,Santa Clara,San Jose Unified,Gunderson High,620 Gaundabert Lane,620 Gaundabert Ln.,San Jose,95136-2830,CA,622 Gaundabert Lane,622 Gaundabert Ln.,San Jose,95136,CA,(408) 535-6340,No Data,(408) 224-2209,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.258238,-121.85269,Anisha,Dalal,02/09/2023,N
43696664333522,4333522,634590,5725,Active,Santa Clara,San Jose Unified,Leland High,6677 Camden Avenue,6677 Camden Ave.,San Jose,95120-2142,CA,6677 Camden Avenue,6677 Camden Ave.,San Jose,95120-2142,CA,(408) 535-6290,No Data,(408) 927-6448,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.220338,-121.84737,Harveen,Bal,04/04/2024,N
43696664333795,4333795,634590,5696,Active,Santa Clara,San Jose Unified,Abraham Lincoln High,555 Dana Avenue,555 Dana Ave.,San Jose,95126-2002,CA,123 Test St,123 Test St,Testville,98798,CA,(408) 535-6300,No Data,(408) 535-2352,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.329212,-121.92388,Joe,Heffernan,09/02/2022,Y
43696664335949,4335949,634590,5732,Active,Santa Clara,San Jose Unified,Pioneer High,1290 Blossom Hill Road,1290 Blossom Hill Rd.,San Jose,95118-3126,CA,1290 Blossom Hill Road,1290 Blossom Hill Rd.,San Jose,95118-3126,CA,(408) 535-6310,No Data,(408) 535-2357,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.247184,-121.88445,Brad,Craycroft,02/09/2023,N
43696664337200,4337200,634590,5736,Active,Santa Clara,San Jose Unified,San Jose High,275 North 24th Street,275 North 24th St.,San Jose,95116-1143,CA,275 North 24th Street,275 North 24th St.,San Jose,95116-1143,CA,(408) 535-6320,No Data,(408) 535-2355,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.350457,-121.87122,Jeannette,Harding,02/09/2023,N
43696664338950,4338950,634590,5746,Active,Santa Clara,San Jose Unified,Willow Glen High,2001 Cottle Avenue,2001 Cottle Ave.,San Jose,95125-3502,CA,2001 Cottle Avenue,2001 Cottle Ave.,San Jose,95125-3502,CA,(408) 535-6330,No Data,(408) 535-2353,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.291588,-121.8964,Amy,Hanna,02/09/2023,N
43696666048417,6048417,634590,5697,Active,Santa Clara,San Jose Unified,Allen at Steinbeck,820 Steinbeck Drive,820 Steinbeck Dr.,San Jose,95123-2634,CA,820 Steinbeck Drive,820 Steinbeck Dr.,San Jose,95123-2634,CA,(408) 535-6205,No Data,(408) 535-2329,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,Y,N,No Data,37.247281,-121.85641,Kristina,Chmelka,02/09/2023,N
43696666048425,6048425,634590,5698,Active,Santa Clara,San Jose Unified,Almaden Elementary,1295 Dentwood Drive,1295 Dentwood Dr.,San Jose,95118-3018,CA,1295 Dentwood Drive,1295 Dentwood Dr.,San Jose,95118-3018,CA,(408) 535-6207,No Data,(408) 535-2328,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.250931,-121.88411,Lisa,Montes,02/13/2019,Y
43696666048433,6048433,634590,5699,Active,Santa Clara,San Jose Unified,Anne Darling Elementary,333 North 33rd Street,333 North 33rd St.,San Jose,95133-1634,CA,333 North 33rd Street,333 North 33rd St.,San Jose,95133-1634,CA,(408) 535-6209,No Data,(408) 535-6334,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.356596,-121.86446,Samantha,Araiza,05/23/2025,N
43696666048474,6048474,634590,5702,Active,Santa Clara,San Jose Unified,Booksin Elementary,1590 Dry Creek Road,1590 Dry Creek Rd.,San Jose,95125-4618,CA,1590 Dry Creek Road,1590 Dry Creek Rd.,San Jose,95125-4618,CA,(408) 535-6213,No Data,(408) 448-2507,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.288713,-121.90714,Felicia,Tan,02/09/2023,N
43696666048490,6048490,634590,8634,Active,Santa Clara,San Jose Unified,Canoas Elementary,880 Wren Drive,880 Wren Dr.,San Jose,95125-2950,CA,880 Wren Drive,880 Wren Dr.,San Jose,95125-2950,CA,(408) 535-6391,No Data,(408) 265-4126,www.sjusd.k12.ca.us,07/01/2000,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.284721,-121.87654,Allison,Pruitt,02/09/2023,N
43696666048516,6048516,634590,5711,Active,Santa Clara,San Jose Unified,Empire Gardens Elementary,1060 East Empire Street,1060 East Empire St.,San Jose,95112-1715,CA,1060 East Empire Street,1060 East Empire St.,San Jose,95112-1715,CA,(408) 535-6221,No Data,(408) 297-6914,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.354642,-121.87616,Christina,Silvas Centeno,02/09/2023,N
43696666048532,6048532,634590,5713,Active,Santa Clara,San Jose Unified,Gardner Elementary,502 Illinois Avenue,502 Illinois Ave.,San Jose,95125-1534,CA,502 Illinois Avenue,502 Illinois Ave.,San Jose,95125-1534,CA,(408) 535-6225,No Data,(408) 535-2358,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.321387,-121.89641,Veronica,Lara,04/04/2024,Y
43696666048540,6048540,634590,5714,Active,Santa Clara,San Jose Unified,Grant Elementary,470 East Jackson Street,470 East Jackson St.,San Jose,95112-3211,CA,470 East Jackson Street,470 East Jackson St.,San Jose,95112-3211,CA,(408) 535-6227,No Data,(408) 535-6061,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.351639,-121.88858,Jessica,Sun-Gonzalez,05/23/2025,N
43696666048565,6048565,634590,7429,Active,Santa Clara,San Jose Unified,Hammer Montessori at Galarza Elementary,1610 Bird Avenue,1610 Bird Ave.,San Jose,95125-1821,CA,1610 Bird Avenue,1610 Bird Ave.,San Jose,95125-1821,CA,(408) 535-6671,No Data,No Data,http://hammer.ca.campusgrid.net/home,09/02/1997,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,Y,N,No Data,37.303525,-121.88686,Stephen,Bingham,02/09/2023,N
43696666048599,6048599,634590,5722,Active,Santa Clara,San Jose Unified,Horace Mann Elementary,55 North Seventh Street,55 North Seventh St.,San Jose,95112-5429,CA,55 North Seventh Street,55 North Seventh St.,San Jose,95112-5429,CA,(408) 535-6237,No Data,(408) 535-2315,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.33998,-121.88486,Art,Gonzalez,09/02/2022,Y
43696666048649,6048649,634590,5728,Active,Santa Clara,San Jose Unified,Lowell Elementary,625 South Seventh Street,625 South Seventh St.,San Jose,95112-3829,CA,625 South Seventh Street,625 South Seventh St.,San Jose,95112-3829,CA,(408) 535-6243,No Data,(408) 298-3708,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.329688,-121.87718,Katherine,Powell,05/23/2025,N
43696666048656,6048656,634590,5741,Active,Santa Clara,San Jose Unified,Merritt Trace Elementary,651 Dana Avenue,651 Dana Ave.,San Jose,95126-2003,CA,651 Dana Avenue,651 Dana Ave.,San Jose,95126-2003,CA,(408) 535-6257,No Data,(408) 535-6358,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.330909,-121.9258,Karina,Alvarez,09/02/2022,Y
43696666048664,6048664,634590,5734,Active,Santa Clara,San Jose Unified,Reed Elementary,1524 Jacob Avenue,1524 Jacob Ave.,San Jose,95118-1613,CA,1524 Jacob Avenue,1524 Jacob Ave.,San Jose,95118-1613,CA,(408) 535-6247,No Data,(408) 978-0842,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.264637,-121.89461,Jen,Ponzio,04/05/2024,N
43696666048672,6048672,634590,4084,Active,Santa Clara,San Jose Unified,River Glen,1088 Broadway,1088 Broadway,San Jose,95125-2232,CA,1088 Broadway,1088 Broadway,San Jose,95125-2232,CA,(408) 535-6240,No Data,(408) 298-8377,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,C,Y,N,No Data,37.312129,-121.89924,Zoila,Esquivel Moreno,09/09/2020,Y
43696666048680,6048680,634590,5737,Active,Santa Clara,San Jose Unified,Schallenberger Elementary,1280 Koch Lane,1280 Koch Ln.,San Jose,95125-4199,CA,1280 Koch Lane,1280 Koch Ln.,San Jose,95125-4199,CA,(408) 535-6253,No Data,(408) 445-9638,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.280808,-121.88786,Ryan,Chamberlin,02/09/2023,N
43696666048698,6048698,634590,5730,Active,Santa Clara,San Jose Unified,Selma Olinder Elementary,890 East William,890 East William,San Jose,95116-3102,CA,890 East William,890 East William,San Jose,95116-3102,CA,(408) 535-6245,No Data,(408) 535-2313,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,C,N,N,No Data,37.33834,-121.86659,Nelly,Aguirre,09/02/2022,Y
